insurer,lob,vehicle_type,policy_type,policy_term,coverage_level,coverage_name,claim_category,claim_trigger,frequency_band,severity_band,avg_claim_amount_inr,max_claim_amount_inr,deductible_applicable,depreciation_applicable,ncb_impact,renewal_impact,fraud_risk_level,loss_ratio_risk,mandatory_documents,common_denial_reasons,profitability_tag,claim_frequency,loss_ratio,pure_premium,risk_loading_factor,volatility_index,risk_zone,state,city,flood_risk_score,theft_risk_score,accident_density_score,avg_settlement_days,fast_track_eligible,cashless_ratio,document_deficiency_rate,repudiation_rate
HDFCERGO,Motor,Commercial PCV,Bundled,Annual,Addon,Gearbox Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.69,Rural,Maharashtra,Delhi,0.79,0.63,0.73,10,False,0.79,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Bundled,Annual,Addon,Consumables,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.7,Metro,Maharashtra,Mumbai,0.54,0.69,0.68,14,False,0.77,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Bundled,Annual,Addon,Tyre Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.48,Metro,Gujarat,Mumbai,0.72,0.55,0.77,12,False,0.85,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Bundled,Annual,Addon,Roadside Assistance,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.49,Rural,Maharashtra,Delhi,0.78,0.63,0.41,9,False,0.69,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Bundled,Annual,Addon,NCB Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.53,Urban,Maharashtra,Chennai,0.64,0.78,0.43,12,False,0.81,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Bundled,Annual,Addon,Return to Invoice,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.21,Rural,Karnataka,Mumbai,0.82,0.49,0.66,8,False,0.56,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Bundled,Annual,Addon,Invoice Cover,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.38,Metro,Karnataka,Ahmedabad,0.61,0.48,0.34,12,False,0.58,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Bundled,Annual,Addon,PAYD Benefit,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.31,Rural,Gujarat,Bangalore,0.5,0.53,0.35,10,False,0.68,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Bundled,Annual,Addon,EV Addon,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.65,Rural,Karnataka,Bangalore,0.76,0.23,0.34,8,False,0.8,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Bundled,Annual,Addon,EMI Protector,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.58,Rural,Gujarat,Ahmedabad,0.61,0.57,0.58,10,False,0.76,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Bundled,Annual,Addon,Loss of Use,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.26,Rural,Tamil Nadu,Bangalore,0.49,0.57,0.45,11,False,0.66,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Bundled,Annual,Addon,Key Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.39,Metro,Maharashtra,Mumbai,0.62,0.35,0.75,11,False,0.51,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Bundled,Annual,Addon,Personal Belongings,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.39,Rural,Gujarat,Chennai,0.75,0.47,0.43,8,False,0.61,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Standalone Own Damage,Annual,Base,Own Damage,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.26,Rural,Delhi,Delhi,0.66,0.27,0.51,10,False,0.6,0.25,0.03
HDFCERGO,Motor,Commercial PCV,Standalone Own Damage,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.63,Urban,Maharashtra,Delhi,0.84,0.46,0.71,9,False,0.83,0.25,0.03
HDFCERGO,Motor,Commercial PCV,Standalone Own Damage,Annual,Addon,Zero Depreciation,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.32,Rural,Gujarat,Bangalore,0.36,0.47,0.85,9,False,0.51,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Standalone Own Damage,Annual,Addon,Engine Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.24,Rural,Karnataka,Bangalore,0.85,0.45,0.32,11,False,0.64,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Standalone Own Damage,Annual,Addon,Gearbox Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.51,Urban,Tamil Nadu,Bangalore,0.81,0.65,0.45,14,False,0.64,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Standalone Own Damage,Annual,Addon,Consumables,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.54,Metro,Gujarat,Chennai,0.77,0.35,0.35,9,False,0.67,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Standalone Own Damage,Annual,Addon,Tyre Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.49,Urban,Karnataka,Chennai,0.68,0.66,0.57,12,False,0.69,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Standalone Own Damage,Annual,Addon,Roadside Assistance,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.25,Rural,Maharashtra,Bangalore,0.77,0.7,0.84,14,False,0.82,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Standalone Own Damage,Annual,Addon,NCB Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.3,Urban,Delhi,Mumbai,0.32,0.71,0.67,11,False,0.57,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Standalone Own Damage,Annual,Addon,Return to Invoice,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.46,Rural,Tamil Nadu,Chennai,0.68,0.34,0.37,10,False,0.66,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Standalone Own Damage,Annual,Addon,Invoice Cover,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.35,Rural,Gujarat,Chennai,0.89,0.21,0.67,7,False,0.73,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Standalone Own Damage,Annual,Addon,PAYD Benefit,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.35,Urban,Tamil Nadu,Mumbai,0.83,0.77,0.34,11,False,0.63,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Standalone Own Damage,Annual,Addon,EV Addon,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.42,Metro,Gujarat,Ahmedabad,0.47,0.54,0.65,8,False,0.75,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Standalone Own Damage,Annual,Addon,EMI Protector,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.24,Urban,Karnataka,Mumbai,0.43,0.71,0.78,12,False,0.56,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Standalone Own Damage,Annual,Addon,Loss of Use,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.51,Rural,Delhi,Mumbai,0.49,0.62,0.62,7,False,0.62,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Standalone Own Damage,Annual,Addon,Key Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.21,Metro,Delhi,Ahmedabad,0.42,0.71,0.56,7,False,0.69,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Standalone Own Damage,Annual,Addon,Personal Belongings,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.25,Metro,Gujarat,Bangalore,0.73,0.8,0.57,14,False,0.74,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Liability Only,Annual,Base,Third Party,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.52,Rural,Tamil Nadu,Delhi,0.42,0.58,0.62,12,False,0.68,0.25,0.03
HDFCERGO,Motor,Commercial PCV,Liability Only,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.49,Rural,Gujarat,Chennai,0.31,0.52,0.56,8,False,0.6,0.25,0.03
HDFCERGO,Motor,Commercial PCV,Long Term Package,Annual,Base,Own Damage,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.28,Urban,Tamil Nadu,Delhi,0.36,0.79,0.68,8,False,0.56,0.25,0.03
HDFCERGO,Motor,Commercial PCV,Long Term Package,Annual,Base,Third Party,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.29,Metro,Karnataka,Delhi,0.72,0.37,0.83,9,False,0.54,0.25,0.03
HDFCERGO,Motor,Commercial PCV,Long Term Package,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.53,Rural,Karnataka,Bangalore,0.83,0.33,0.34,10,False,0.72,0.25,0.03
HDFCERGO,Motor,Commercial PCV,Long Term Package,Annual,Addon,Zero Depreciation,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.63,Urban,Tamil Nadu,Ahmedabad,0.73,0.7,0.32,14,False,0.57,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Long Term Package,Annual,Addon,Engine Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.68,Rural,Maharashtra,Mumbai,0.81,0.31,0.76,10,False,0.73,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Long Term Package,Annual,Addon,Gearbox Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.46,Rural,Delhi,Ahmedabad,0.54,0.24,0.59,14,False,0.82,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Long Term Package,Annual,Addon,Consumables,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.68,Metro,Gujarat,Mumbai,0.36,0.61,0.35,14,False,0.62,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Long Term Package,Annual,Addon,Tyre Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.53,Urban,Maharashtra,Ahmedabad,0.59,0.45,0.48,11,False,0.71,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Long Term Package,Annual,Addon,Roadside Assistance,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.5,Metro,Tamil Nadu,Chennai,0.32,0.73,0.74,10,False,0.71,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Long Term Package,Annual,Addon,NCB Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.33,Urban,Gujarat,Chennai,0.8,0.64,0.47,8,False,0.82,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Long Term Package,Annual,Addon,Return to Invoice,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.28,Metro,Delhi,Delhi,0.53,0.4,0.49,10,False,0.79,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Long Term Package,Annual,Addon,Invoice Cover,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.58,Metro,Tamil Nadu,Chennai,0.73,0.55,0.58,13,False,0.64,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Long Term Package,Annual,Addon,PAYD Benefit,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.53,Rural,Tamil Nadu,Mumbai,0.38,0.57,0.86,14,False,0.84,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Long Term Package,Annual,Addon,EV Addon,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.55,Metro,Delhi,Ahmedabad,0.62,0.48,0.7,8,False,0.78,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Long Term Package,Annual,Addon,EMI Protector,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.26,Rural,Delhi,Bangalore,0.78,0.2,0.56,10,False,0.75,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Long Term Package,Annual,Addon,Loss of Use,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.41,Rural,Tamil Nadu,Delhi,0.39,0.59,0.65,10,False,0.84,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Long Term Package,Annual,Addon,Key Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.68,Metro,Gujarat,Bangalore,0.31,0.6,0.4,9,False,0.79,0.25,0.08
HDFCERGO,Motor,Commercial PCV,Long Term Package,Annual,Addon,Personal Belongings,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.57,Rural,Gujarat,Ahmedabad,0.73,0.33,0.54,12,False,0.76,0.25,0.08
HDFCERGO,Motor,Commercial Misc,Package,Annual,Base,Own Damage,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.32,Rural,Delhi,Bangalore,0.76,0.51,0.5,11,False,0.63,0.25,0.03
HDFCERGO,Motor,Commercial Misc,Package,Annual,Base,Third Party,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.47,Metro,Gujarat,Bangalore,0.87,0.46,0.8,9,False,0.65,0.25,0.03
HDFCERGO,Motor,Commercial Misc,Package,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.68,Metro,Delhi,Mumbai,0.45,0.57,0.74,7,False,0.51,0.25,0.03
HDFCERGO,Motor,Commercial Misc,Package,Annual,Addon,Zero Depreciation,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.51,Urban,Gujarat,Bangalore,0.55,0.64,0.45,7,False,0.75,0.25,0.08
HDFCERGO,Motor,Commercial Misc,Package,Annual,Addon,Engine Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.55,Metro,Maharashtra,Chennai,0.36,0.72,0.83,14,False,0.58,0.25,0.08
HDFCERGO,Motor,Commercial Misc,Package,Annual,Addon,Gearbox Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.32,Metro,Delhi,Mumbai,0.49,0.7,0.81,13,False,0.52,0.25,0.08
HDFCERGO,Motor,Commercial Misc,Package,Annual,Addon,Consumables,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.68,Urban,Gujarat,Ahmedabad,0.48,0.33,0.53,14,False,0.57,0.25,0.08
HDFCERGO,Motor,Commercial Misc,Package,Annual,Addon,Tyre Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.22,Urban,Karnataka,Delhi,0.71,0.66,0.78,8,False,0.6,0.25,0.08
HDFCERGO,Motor,Commercial Misc,Package,Annual,Addon,Roadside Assistance,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.35,Rural,Karnataka,Ahmedabad,0.42,0.52,0.32,13,False,0.67,0.25,0.08
HDFCERGO,Motor,Commercial Misc,Package,Annual,Addon,NCB Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.59,Metro,Delhi,Delhi,0.44,0.4,0.79,12,False,0.84,0.25,0.08
HDFCERGO,Motor,Commercial Misc,Package,Annual,Addon,Return to Invoice,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.23,Urban,Tamil Nadu,Chennai,0.5,0.2,0.52,13,False,0.69,0.25,0.08
HDFCERGO,Motor,Commercial Misc,Package,Annual,Addon,Invoice Cover,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.59,Urban,Tamil Nadu,Ahmedabad,0.48,0.49,0.82,10,False,0.63,0.25,0.08
HDFCERGO,Motor,Commercial Misc,Package,Annual,Addon,PAYD Benefit,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.61,Metro,Maharashtra,Bangalore,0.66,0.71,0.82,10,False,0.69,0.25,0.08
HDFCERGO,Motor,Commercial Misc,Package,Annual,Addon,EV Addon,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.62,Urban,Karnataka,Chennai,0.82,0.43,0.81,11,False,0.78,0.25,0.08
HDFCERGO,Motor,Commercial Misc,Package,Annual,Addon,EMI Protector,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.42,Rural,Maharashtra,Ahmedabad,0.56,0.35,0.4,11,False,0.68,0.25,0.08
HDFCERGO,Motor,Commercial Misc,Package,Annual,Addon,Loss of Use,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.7,Urban,Maharashtra,Delhi,0.7,0.29,0.35,11,False,0.69,0.25,0.08
HDFCERGO,Motor,Commercial Misc,Package,Annual,Addon,Key Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.36,Urban,Karnataka,Mumbai,0.37,0.63,0.88,7,False,0.66,0.25,0.08
HDFCERGO,Motor,Commercial Misc,Package,Annual,Addon,Personal Belongings,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.2,Urban,Karnataka,Bangalore,0.36,0.79,0.32,10,False,0.77,0.25,0.08
HDFCERGO,Motor,Commercial Misc,Bundled,Annual,Base,Own Damage,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.63,Rural,Tamil Nadu,Chennai,0.89,0.72,0.46,8,False,0.56,0.25,0.03
HDFCERGO,Motor,Commercial Misc,Bundled,Annual,Base,Third Party,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.64,Urban,Gujarat,Mumbai,0.53,0.63,0.46,9,False,0.59,0.25,0.03
HDFCERGO,Motor,Commercial Misc,Bundled,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.56,Metro,Gujarat,Delhi,0.52,0.59,0.56,12,False,0.81,0.25,0.03
HDFCERGO,Motor,Commercial Misc,Bundled,Annual,Addon,Zero Depreciation,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.51,Urban,Maharashtra,Chennai,0.42,0.47,0.82,12,False,0.8,0.25,0.08
HDFCERGO,Motor,Commercial Misc,Bundled,Annual,Addon,Engine Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.36,Urban,Maharashtra,Ahmedabad,0.65,0.71,0.3,13,False,0.54,0.25,0.08
HDFCERGO,Motor,Commercial Misc,Bundled,Annual,Addon,Gearbox Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.4,Urban,Gujarat,Ahmedabad,0.42,0.54,0.64,13,False,0.84,0.25,0.08
